experiment,assay,batch,trial,condition,treatment,well,conc,a,b,c
dual,3,1,8,control,AZD3965,a,,45169620,43968516,44929348
dual,3,1,8,control,AZD3965,a,,38785124,39258756,41216632
dual,3,1,8,control,AZD3965,a,,42902924,42431000,40903760
dual,3,1,8,control,VB124,a,,49742320,50018140,50403492
dual,3,1,8,control,VB124,a,,45539748,47370068,49117344
dual,3,1,8,control,VB124,a,,53043160,52517200,53443948
dual,3,1,8,control,AZD/VB,a,,29320910,29008332,28850354
dual,3,1,8,control,AZD/VB,a,,27678952,28449760,28128632
dual,3,1,8,control,AZD/VB,a,,27579062,27396442,27839574
dual,3,1,8,tgfb,DMSO,a,,84935368,77025968,81491024
dual,3,1,8,tgfb,DMSO,a,,76847224,77911440,78464816
dual,3,1,8,tgfb,DMSO,a,,90366576,82717760,86418600
dual,3,1,8,tgfb,AZD3965,a,,71315000,72895472,71772928
dual,3,1,8,tgfb,AZD3965,a,,69683344,69732424,73415120
dual,3,1,8,tgfb,AZD3965,a,,72681480,74394336,77411424
dual,3,1,8,tgfb,VB124,a,,85484344,88526144,90529496
dual,3,1,8,tgfb,VB124,a,,73714808,75758088,77406600
dual,3,1,8,tgfb,VB124,a,,73114496,74939552,79375072
dual,3,1,8,tgfb,AZD/VB,a,,39023052,39236304,40105396
dual,3,1,8,tgfb,AZD/VB,a,,38735828,39060556,40241664
dual,3,1,8,tgfb,AZD/VB,a,,37920396,38745300,39819868
dual,4,,,,,,0,18352402,17820206,17924878
dual,4,,,,,,25,23682406,23125418,23956174
dual,4,,,,,,50,29198672,29445240,29057978
dual,4,,,,,,100,40894608,40942888,40634404
dual,4,,,,,,200,68328128,67006112,68274696
dual,4,,,,,,400,137148384,139824560,137947040
dual,4,,,,,,600,203124448,200910128,204830768
dual,4,,,,,,1000,330680096,329100640,333838688
dual,4,1,9,control,DMSO,a,,66758668,65908452,67669792
dual,4,1,9,control,DMSO,a,,60734112,60571668,62382084
dual,4,1,9,control,DMSO,a,,66273388,66211832,68378600
dual,4,1,9,control,AZD3965,a,,53062496,54363488,54920288
dual,4,1,9,control,AZD3965,a,,50339232,51930084,53416360
dual,4,1,9,control,AZD3965,a,,49767008,103825648,65281188
dual,4,1,9,control,VB124,a,,60167080,61404968,61900352
dual,4,1,9,control,VB124,a,,53552268,55089484,55717516
dual,4,1,9,control,VB124,a,,72792248,70687240,68530176
dual,4,1,9,control,AZD/VB,a,,36429420,36726508,37654048
dual,4,1,9,control,AZD/VB,a,,33515846,34410176,33815088
dual,4,1,9,control,AZD/VB,a,,37212772,36035752,36276232
dual,4,1,9,tgfb,DMSO,a,,109959072,111659320,111360776
dual,4,1,9,tgfb,DMSO,a,,107379392,109750056,109440928
dual,4,1,9,tgfb,DMSO,a,,114516888,111592744,114234888
dual,4,1,9,tgfb,AZD3965,a,,106427096,107735720,105550272
dual,4,1,9,tgfb,AZD3965,a,,106364120,106484784,107084616
dual,4,1,9,tgfb,AZD3965,a,,109524312,109344824,113725432
dual,4,1,9,tgfb,VB124,a,,87364688,89730056,88872024
dual,4,1,9,tgfb,VB124,a,,83272872,83401424,83181304
dual,4,1,9,tgfb,VB124,a,,86489552,85568424,91047928
dual,4,1,9,tgfb,AZD/VB,a,,47591404,48928796,50137620
dual,4,1,9,tgfb,AZD/VB,a,,48016152,45812144,48226340
dual,4,1,9,tgfb,AZD/VB,a,,50819580,50668168,53294708
dual,5,,,,,,0,15682590,15164059,15231418
dual,5,,,,,,25,21497338,21920448,19886120
dual,5,,,,,,50,25839382,24654690,24447294
dual,5,,,,,,100,36464736,34366756,41142256
dual,5,,,,,,200,58570164,56860060,55174664
dual,5,,,,,,400,108660784,104259040,102298640
dual,5,,,,,,600,160332256,158102928,149376640
dual,5,,,,,,1000,268009632,259096928,248620064
dual,5,2,5,control,DMSO,a,,57389684,55969244,57791644
dual,5,2,5,control,DMSO,a,,50758636,52861412,51969452
dual,5,2,5,control,DMSO,a,,52156152,52239668,53944680
dual,5,2,5,control,AR-C155858,a,,44687864,44847972,46837168
dual,5,2,5,control,AR-C155858,a,,41965932,40986460,42388444
dual,5,2,5,control,AR-C155858,a,,44301556,42522908,42771040
dual,5,2,5,control,VB124,a,,51628168,49492540,50341192
dual,5,2,5,control,VB124,a,,49669680,49605344,49979388
dual,5,2,5,control,VB124,a,,61185864,61604808,66190880
dual,5,2,5,control,AR/VB,a,,24392192,24964300,24763172
dual,5,2,5,control,AR/VB,a,,24448600,24927978,24828004
dual,5,2,5,control,AR/VB,a,,25482550,25623746,24969858
dual,5,2,5,tgfb,DMSO,a,,81589192,75723512,81707848
dual,5,2,5,tgfb,DMSO,a,,75166144,74255120,74070472
dual,5,2,5,tgfb,DMSO,a,,80776568,76366952,82396896
dual,5,2,5,tgfb,AR-C155858,a,,68752416,66489184,67314496
dual,5,2,5,tgfb,AR-C155858,a,,66655904,64326632,70398024
dual,5,2,5,tgfb,AR-C155858,a,,70608168,69041696,70086800
dual,5,2,5,tgfb,VB124,a,,75695752,75793728,77454608
dual,5,2,5,tgfb,VB124,a,,73265744,69636464,71299152
dual,5,2,5,tgfb,VB124,a,,74118472,71130488,72416288
dual,5,2,5,tgfb,AR/VB,a,,28938958,28582138,30594574
dual,5,2,5,tgfb,AR/VB,a,,28648148,28964940,29392960
dual,5,2,5,tgfb,AR/VB,a,,28789166,28905072,30005830
dual,6,,,,,,0,17270984,17112652,16960184
dual,6,,,,,,25,20695466,20275698,20243520
dual,6,,,,,,50,24142154,23848642,23766974
dual,6,,,,,,100,32328142,30750112,31066814
dual,6,,,,,,200,47962040,46923704,47884340
dual,6,,,,,,400,85578480,83292760,83320144
dual,6,,,,,,600,123725912,123588688,124319776
dual,6,,,,,,1000,221912304,214557392,211562704
dual,6,2,6,control,DMSO,a,,49997512,50388132,49458904
dual,6,2,6,control,DMSO,a,,48579672,47832856,47142136
dual,6,2,6,control,DMSO,a,,46779492,47037404,46111532
dual,6,2,6,control,AR-C155858,a,,39935200,40366716,39716816
dual,6,2,6,control,AR-C155858,a,,36244708,35714748,35789660
dual,6,2,6,control,AR-C155858,a,,40726252,40952048,40050628
dual,6,2,6,control,VB124,a,,44568052,44086720,44645208
dual,6,2,6,control,VB124,a,,43317896,42449016,46350368
dual,6,2,6,control,VB124,a,,52425924,52152544,51712016
dual,6,2,6,control,AR/VB,a,,24460104,25409304,24789656
dual,6,2,6,control,AR/VB,a,,23886868,24081744,23030364
dual,6,2,6,control,AR/VB,a,,23596076,23852328,23512094
dual,6,2,6,tgfb,DMSO,a,,65184440,64827160,61943528
dual,6,2,6,tgfb,DMSO,a,,59559680,61270108,55496360
dual,6,2,6,tgfb,DMSO,a,,62932460,61709984,57738940
dual,6,2,6,tgfb,AR-C155858,a,,55687764,55678424,54941548
dual,6,2,6,tgfb,AR-C155858,a,,60323528,57723884,58133008
dual,6,2,6,tgfb,AR-C155858,a,,63653676,64211404,61005076
dual,6,2,6,tgfb,VB124,a,,57910268,55146608,58079508
dual,6,2,6,tgfb,VB124,a,,58211456,53315780,55015752
dual,6,2,6,tgfb,VB124,a,,60164148,58496492,58215096
dual,6,2,6,tgfb,AR/VB,a,,26562276,26459718,26137654
dual,6,2,6,tgfb,AR/VB,a,,26309262,25774312,26412986
dual,6,2,6,tgfb,AR/VB,a,,27434008,26573634,26302684
dual,7,,,,,,0,18317178,18283894,18196002
dual,7,,,,,,25,24010164,23364584,23272040
dual,7,,,,,,50,29169996,29399100,28176308
dual,7,,,,,,100,40511400,41591652,39244124
dual,7,,,,,,200,66967032,66208316,65531624
dual,7,,,,,,400,120899720,122151904,120410816
dual,7,,,,,,600,181778592,178360032,179779280
dual,7,,,,,,1000,316008576,327896352,319851040
dual,7,2,7,control,DMSO,a,,94905440,94474240,95422384
dual,7,2,7,control,DMSO,a,,85742112,86749328,87596448
dual,7,2,7,control,DMSO,a,,89748664,89423432,87426520
dual,7,2,7,control,AR-C155858,a,,65123528,65099512,64295668
dual,7,2,7,control,AR-C155858,a,,62425444,62391004,63311928
dual,7,2,7,control,AR-C155858,a,,68302696,68903816,70367384
dual,7,2,7,control,VB124,a,,80704848,81256240,81401600
dual,7,2,7,control,VB124,a,,69544528,70804056,71123504
dual,7,2,7,control,VB124,a,,95145928,99657144,98805456
dual,7,2,7,control,AR/VB,a,,36630668,37976516,37460176
dual,7,2,7,control,AR/VB,a,,33475672,34483404,33670944
dual,7,2,7,control,AR/VB,a,,34534712,35206924,34960712
dual,7,2,7,tgfb,DMSO,a,,117437968,113558400,112916552
dual,7,2,7,tgfb,DMSO,a,,110386192,103378104,109482512
dual,7,2,7,tgfb,DMSO,a,,126234752,125088616,124368144
dual,7,2,7,tgfb,AR-C155858,a,,95698584,100575288,95288416
dual,7,2,7,tgfb,AR-C155858,a,,102764168,102145392,103545904
dual,7,2,7,tgfb,AR-C155858,a,,112906320,117634496,117895960
dual,7,2,7,tgfb,VB124,a,,115002896,115577976,120822656
dual,7,2,7,tgfb,VB124,a,,105682760,104593936,106578776
dual,7,2,7,tgfb,VB124,a,,108800808,114480440,106279184
dual,7,2,7,tgfb,AR/VB,a,,43632928,46258756,47351960
dual,7,2,7,tgfb,AR/VB,a,,45293948,45055304,47308812
dual,7,2,7,tgfb,AR/VB,a,,46842028,45333980,45413100
