time,33000,11000,3700,0
0.16,6.7561,7.0529,7.0471,7.0893
0.24,6.7544,7.0544,7.0485,7.0875
0.32,6.7176,7.0523,7.0032,7.0524
0.4,6.6822,7.0485,6.9563,7.019
0.48,6.5586,7.0315,7.1087,6.965
0.56,6.5378,6.8994,7.1274,6.9912
0.64,6.5132,6.7875,7.118,7.0143
0.72,6.5397,6.8495,7.0689,6.9569
0.8,6.5438,6.9201,7.0474,6.913
0.88,6.5847,7.0166,7.0587,7.0047
0.96,6.6287,7.113,7.0115,7.1086
1.04,6.648,7.1025,6.9057,7.0871
1.12,6.6899,7.0534,6.8695,7.064
1.2,6.642,7.0227,7.039,7.0143
1.28,6.5775,7.0297,7.1992,6.9449
1.36,6.6049,7.012,7.2271,6.9455
1.44,6.6167,7.003,7.2201,6.9739
1.52,6.6203,7.0635,7.1439,6.9807
1.6,6.657,7.1246,7.1095,6.9661
1.68,6.7306,7.1018,7.1498,6.9623
1.76,6.7712,7.0369,7.1446,6.9331
1.84,6.6301,6.9857,7.212,6.8372
1.92,6.5105,6.9914,7.3166,6.7834
2,6.5213,7.0051,7.3034,6.9737
2.08,6.5317,6.9701,7.2695,7.1516
2.16,6.5774,6.9303,7.1864,7.059
2.24,6.6131,6.9266,7.1118,6.9868
2.32,6.6187,6.9309,7.1392,6.9857
2.4,6.6537,6.9087,7.1445,6.9846
2.48,6.6762,7.0056,7.0696,7.0132
2.56,6.7046,7.1427,7.0464,7.0369
2.64,6.6548,7.0929,7.0938,6.9778
2.72,6.5769,7.0046,7.1286,6.9177
2.8,6.5986,6.9072,7.0546,7.0174
2.88,6.6237,6.8186,6.9752,7.1157
2.96,6.6256,6.902,7.0711,7.0225
3.04,6.6107,7.0016,7.1433,6.9149
3.12,6.644,6.9741,7.1014,6.9274
3.2,6.686,6.9317,7.0755,6.9938
3.28,6.6028,7.0693,7.0793,7.0749
3.36,6.5962,7.2075,7.1155,7.0662
3.44,6.6726,7.066,7.1618,7.002
3.52,6.65,6.9447,7.1725,7.028
3.6,6.6163,6.9477,7.1648,7.0649
3.68,6.6333,7.2621,7.2692,7.0395
3.76,6.6338,7.1997,7.215,6.9971
3.84,6.6391,7.1192,7.1807,6.9561
3.92,6.5614,7.0158,7.1753,6.986
4,6.4955,6.9331,7.1636,6.9976
4.08,6.564,6.9965,7.0959,6.895
4.16,6.6192,7.0276,7.011,6.7908
4.24,6.6244,6.9873,7.0666,6.7896
4.32,6.6598,6.9882,7.1865,6.8535
4.4,6.6857,7.0134,7.2391,6.8936
4.48,6.4679,6.9751,7.1713,7.0353
4.56,6.5153,6.9659,7.1386,7.0321
4.64,6.5667,6.9785,7.14,7.0025
4.72,6.569,6.9961,7.1198,6.9775
4.8,6.5842,6.9924,7.1083,7.0107
4.88,6.5512,7.036,7.1431,6.9555
4.96,6.5351,7.1068,7.1647,6.8301
5.04,6.6596,7.0153,7.0831,6.8957
5.12,6.7269,6.9337,7.0761,7.0318
5.2,6.7168,7.0016,7.2006,7.0852
5.28,6.7405,7.0706,7.2273,7.1092
5.36,6.6618,7.0907,7.1314,7.0788
5.44,6.572,7.0993,7.0803,7.0329
5.52,6.5186,7.1531,7.1578,7.006
5.6,6.5124,7.1921,7.2608,7.002
5.68,6.5792,7.1363,7.2453,7.045
5.76,6.6101,7.0715,7.1586,7.07
5.84,6.6469,6.9977,7.0877,6.9924
5.92,6.6957,6.9703,7.1024,6.9282
6,6.6287,6.988,7.1104,6.8938
6.08,6.5498,6.9968,7.0776,6.8523
6.16,6.619,7.0265,7.1363,6.8756
6.24,6.7233,7.0489,7.2387,6.9121
6.32,6.7337,7.0682,7.1892,6.949
6.4,6.7173,7.0736,7.0904,6.9875
6.48,6.7667,7.0807,7.199,7.0374
6.56,6.7931,7.1055,7.3169,7.0674
6.64,6.6826,7.0597,7.2367,7.109
6.72,6.623,6.9943,7.1478,7.1211
6.8,6.6307,7.0304,7.1305,7.0488
6.88,6.6163,7.0674,7.1318,7.042
6.96,6.6371,7.0999,7.1087,7.0672
7.04,6.6695,7.1572,7.0725,7.0677
7.12,6.6392,7.1328,7.067,7.0763
7.2,6.5889,7.0938,7.0753,7.1044
7.28,6.595,7.1127,7.0513,7.1457
7.36,6.5561,7.1402,7.0213,7.1444
7.44,6.5198,7.1296,6.9899,7.1332
7.52,6.5701,7.1088,6.9782,7.1729
7.6,6.6044,7.1079,6.9964,7.1978
7.68,6.6602,7.003,7.114,6.9137
7.76,6.6274,6.9779,7.1069,6.9349
7.84,6.5912,6.9847,7.1301,7.0007
7.92,6.5526,7.0059,7.1387,7.0147
8,6.5298,6.9954,7.1644,7.0161
8.08,6.5547,6.95,7.2101,6.9842
8.16,6.5863,6.9123,7.2529,6.9627
8.24,6.7871,6.92,7.2739,6.8798
8.32,6.9651,6.9181,7.2471,6.8222
8.4,6.9457,6.902,7.2203,6.852
8.48,6.9847,8.7837,7.0703,7.1514
8.56,6.6792,7.827,7.0902,7.0819
8.64,6.3372,7.0343,7.1333,7.0366
8.72,6.4722,7.0409,7.167,7.1115
8.8,6.6658,7.0653,7.1794,7.1526
8.88,6.6465,7.0623,7.177,8.0374
8.96,6.5591,7.0331,7.2153,9.2688
9.04,6.7135,7.0969,7.2089,8.6856
9.12,6.8866,7.1485,7.1519,8.1649
9.2,6.7601,7.0824,7.1589,7.476
9.28,6.4633,7.0139,7.2156,6.8877
9.36,6.413,7.1034,7.2929,7.0708
9.44,6.4498,7.0185,7.3316,7.2148
9.52,6.4051,6.9875,7.2908,7.1414
9.6,6.3523,7.056,7.2543,7.0928
9.68,6.3297,6.9324,7.1655,7.0607
9.76,6.2441,6.7304,7.0584,6.9366
9.84,6.2366,6.5697,7.2017,6.6888
9.92,6.4116,6.3997,7.3942,6.3507
10,6.2598,6.3764,7.6891,6.4294
10.08,6.1667,6.5545,8.0399,6.5156
10.16,6.1466,6.5369,7.5691,6.6134
10.24,6.1839,6.5459,7.1183,6.8006
10.32,6.1511,6.7495,7.0388,6.6177
10.4,5.9908,6.8894,6.9308,6.6235
10.48,5.9677,6.8906,6.8906,6.5987
10.56,6.0079,6.9774,6.8748,6.6103
10.64,6.1517,6.6581,7.0121,6.3374
10.72,6.223,6.3534,7.1707,5.9796
10.8,6.3417,6.7244,7.1103,6.1994
10.88,6.6448,7.1687,6.9685,6.5169
10.96,6.5,6.9828,7.099,6.6569
11.04,6.2895,6.7625,7.2801,6.7215
11.12,6.2766,6.8537,7.1988,6.628
11.2,6.2104,6.8809,7.0712,6.5579
11.28,6.0673,6.7603,7.1258,6.6635
11.36,6.0423,6.6783,7.2473,6.7924
11.44,6.16,6.548,7.3288,6.3675
11.52,6.1584,6.4607,7.3473,6.1031
11.6,6.1168,6.4737,7.2708,6.1976
11.68,6.2877,6.508,7.5608,5.972
11.76,6.2216,6.5409,7.5186,6.1197
11.84,6.0843,6.5278,7.4723,6.379
11.92,6.1252,6.5179,7.316,6.3956
12,6.1825,6.5762,7.084,6.5165
12.08,6.1871,6.6072,7.1414,6.367
12.16,6.2056,6.5029,7.171,6.1947
12.24,6.2564,6.3596,7.0824,6.3241
12.32,6.3421,6.6448,7.2197,6.3274
12.4,6.3815,6.9566,7.3152,6.2332
12.48,6.4093,6.6328,6.9632,6.3343
12.56,6.2814,6.7081,7.1182,6.2612
12.64,6.1668,6.7561,7.0443,6.2157
12.72,6.2318,6.651,7.0514,6.3361
12.8,6.33,6.4974,7.1445,6.3566
12.88,6.3895,6.3049,7.1212,6.2613
12.96,6.548,6.0433,7.1249,6.2095
13.04,6.5706,6.2334,7.2145,6.1367
13.12,6.4192,6.5137,7.2396,6.2032
13.2,6.3231,6.5792,7.1648,6.3524
13.28,6.3106,6.6165,7.068,6.6149
13.36,6.1839,6.5631,7.0288,6.6211
13.44,6.0258,6.5565,6.9292,6.4592
13.52,6.0032,6.5611,6.8767,6.6467
13.6,5.8955,6.525,6.9235,6.7918
13.68,5.9992,6.5001,6.9642,6.6875
13.76,6.08,6.484,7.222,6.5734
13.84,6.0898,6.4408,7.4078,5.665
13.92,6.2352,6.4721,7.4206,5.0011
14,6.2817,6.5723,7.1612,5.5878
14.08,6.2494,6.5765,6.9209,6.1842
14.16,6.1773,6.609,7.0401,6.2101
14.24,6.1225,6.6139,7.2043,6.3149
14.32,6.1014,6.6105,7.0677,6.3081
14.4,6.0694,6.6383,6.7994,6.3218
14.48,6.0775,6.5456,6.8999,6.2623
14.56,6.0891,6.4948,7.1345,6.1748
14.64,6.1173,6.5455,6.9203,6.2912
14.72,6.201,6.6028,6.5387,6.4578
14.8,6.153,6.538,6.4287,6.3956
14.88,6.092,6.5168,6.5059,6.3152
14.96,6.0956,6.5343,6.693,6.262
15.04,6.0939,6.5379,6.8431,6.2433
15.12,6.103,6.5499,6.8448,6.2218
15.2,6.1295,6.5766,6.8151,6.218
15.28,6.089,6.5234,6.7229,6.2277
15.36,6.0044,6.3886,6.6391,6.2033
15.44,6.0388,6.2483,6.5494,6.2266
15.52,6.1131,6.1719,6.4592,6.2701
15.6,6.1208,6.1887,6.4366,6.2774
15.68,6.0851,6.4189,6.6587,6.1154
15.76,6.0987,6.4444,6.6374,6.0933
15.84,6.1043,6.4726,6.6696,6.0807
15.92,6.0837,6.4863,6.6667,6.1305
16,6.0875,6.4675,6.663,6.1719
16.08,6.0941,6.4091,6.6228,6.1201
16.16,6.1195,6.3524,6.5786,6.1285
16.24,6.1393,6.3458,6.4696,6.0992
16.32,6.1085,6.3069,6.3852,6.0369
16.4,6.0818,6.2696,6.406,6.043
16.48,5.9913,6.2895,6.6336,6.2458
16.56,6.0644,6.3185,6.6126,6.2249
16.64,6.1675,6.3442,6.6009,6.1708
