experiment,assay,batch,trial,condition,treatment,well,conc,a,b,c
dual,6,,,,,,0.78125,76797,80145,79252
dual,6,,,,,,1.5625,124974,126540,127283
dual,6,,,,,,3.125,211146,220765,222977
dual,6,,,,,,6.25,394367,395894,393618
dual,6,,,,,,12.5,745483,751708,749585
dual,6,,,,,,25,1458642,1494244,1423721
dual,6,,,,,,50,2947661,2827416,2853991
dual,6,,,,,,100,3604160,3805692,3723594
dual,6,2,6,control,DMSO,a,,997825,746895,517509
dual,6,2,6,control,DMSO,a,,1007461,645660,701103
dual,6,2,6,control,DMSO,a,,714268,695733,1170410
dual,6,2,6,control,AR-C155858,a,,1033797,1014659,770780
dual,6,2,6,control,AR-C155858,a,,713406,1245473,763166
dual,6,2,6,control,AR-C155858,a,,1362296,731449,877594
dual,6,2,6,control,VB124,a,,594691,728893,1101071
dual,6,2,6,control,VB124,a,,730876,852246,1556413
dual,6,2,6,control,VB124,a,,702344,1218648,843131
dual,6,2,6,control,AR/VB,a,,793081,1493079,1111871
dual,6,2,6,control,AR/VB,a,,890889,744395,1171150
dual,6,2,6,control,AR/VB,a,,795776,773180,658176
dual,6,2,6,tgfb,DMSO,a,,608101,567360,605927
dual,6,2,6,tgfb,DMSO,a,,749748,825656,1288652
dual,6,2,6,tgfb,DMSO,a,,726418,886246,882553
dual,6,2,6,tgfb,AR-C155858,a,,589888,642051,1211000
dual,6,2,6,tgfb,AR-C155858,a,,787163,807309,1608410
dual,6,2,6,tgfb,AR-C155858,a,,964686,1788714,913545
dual,6,2,6,tgfb,VB124,a,,798186,1043107,970900
dual,6,2,6,tgfb,VB124,a,,950068,1249876,860608
dual,6,2,6,tgfb,VB124,a,,862736,872234,796926
dual,6,2,6,tgfb,AR/VB,a,,807552,1079328,1226519
dual,6,2,6,tgfb,AR/VB,a,,1428294,953729,737867
dual,6,2,6,tgfb,AR/VB,a,,945761,1233110,986482
dual,7,,,,,,0.78125,304341,325099,322172
dual,7,,,,,,1.5625,557239,560777,597742
dual,7,,,,,,3.125,1088710,1166564,1107150
dual,7,,,,,,6.25,2094706,2277353,2256818
dual,7,,,,,,12.5,4245959,4550152,4336817
dual,7,,,,,,25,7843672,8122787,8771003
dual,7,,,,,,50,15611522,16115350,17484790
dual,7,,,,,,100,22855672,23386462,25067942
dual,7,2,7,control,DMSO,a,,6381980,5382487,5448194
dual,7,2,7,control,DMSO,a,,6263974,5144314,7820812
dual,7,2,7,control,DMSO,a,,8534859,5969314,4862388
dual,7,2,7,control,AR-C155858,a,,6657187,6224509,6036258
dual,7,2,7,control,AR-C155858,a,,5650095,4893284,6999387
dual,7,2,7,control,AR-C155858,a,,6169135,5824622,4847667
dual,7,2,7,control,VB124,a,,6599154,5784612,9831798
dual,7,2,7,control,VB124,a,,7315150,6653156,5516504
dual,7,2,7,control,VB124,a,,5318820,5526397,5761105
dual,7,2,7,control,AR/VB,a,,5033935,4612191,3779044
dual,7,2,7,control,AR/VB,a,,5189397,5203514,6438266
dual,7,2,7,control,AR/VB,a,,5879206,6685100,5305712
dual,7,2,7,tgfb,DMSO,a,,4315624,5090010,6309047
dual,7,2,7,tgfb,DMSO,a,,5456418,5202234,7387646
dual,7,2,7,tgfb,DMSO,a,,6976456,5830010,5837004
dual,7,2,7,tgfb,AR-C155858,a,,5160530,5674016,6751727
dual,7,2,7,tgfb,AR-C155858,a,,4879600,4540877,4506656
dual,7,2,7,tgfb,AR-C155858,a,,4682684,5333798,4602448
dual,7,2,7,tgfb,VB124,a,,4499092,4641630,4924289
dual,7,2,7,tgfb,VB124,a,,5566900,4414402,5135934
dual,7,2,7,tgfb,VB124,a,,5497353,4905266,4855628
dual,7,2,7,tgfb,AR/VB,a,,5009645,3979798,4691136
dual,7,2,7,tgfb,AR/VB,a,,4782382,5694372,5703730
dual,7,2,7,tgfb,AR/VB,a,,6429946,5387304,5121060
